"module_name","Calendar Type","Credits"
"PHY377 The Physics of Soft Condensed Matter","Autumn Semester","10"
"PHY380 Solid State Physics","Autumn Semester","10"
"PHY381 Advanced Electrodynamics","Autumn Semester","10"
"PHY382 Semiconductor Physics and Technology","Spring Semester","10"
"PHY391 Quantum Information Laboratory","Academic year","20"
"PHY393 Microscopy and Spectroscopy Laboratory","Academic year","20"
"PHY394 Physics Education and Outreach","Academic year","20"
"PHY404 Star Formation and Evolution","Autumn Semester","10"
"PHY405 Galaxy Formation and Evolution","Spring Semester","10"
"PHY406 Introduction to Cosmology","Spring Semester","10"
"PHY407 Physics Communication and Impact","Spring Semester","10"
"PHY414 An Introduction to General Relativity","Spring Semester","10"
"PHY418 Particle Astrophysics","Autumn Semester","10"
"PHY420 Biological Physics","Spring Semester","10"
"PHY421 Advanced Particle Physics","Spring Semester","10"
"PHY422 Magnetic Resonance: Principles and Applications","Autumn Semester","10"
"PHI31012 Topics in Social Philosophy","Spring Semester","20"
"PHI325 Phenomenology","Autumn Semester","20"
"PHI332 Philosophy of Psychology","Autumn Semester","20"
"PHI335 Philosophical Problems 1","Spring Semester","20"
"PHI350 Global Justice","Spring Semester","20"
"PHI355 Philosophical Project 1","Autumn Semester","20"
"PHI356 Philosophical Project 2","Spring Semester","20"
"PHI364 Philosophy of Law","Autumn Semester","20"
"PHI366 Plato's Symposium","Spring Semester","20"
"PHI370 Free Will & Religion","Autumn Semester","20"
"PHI372 Pain, Pleasure, and Emotions","Spring Semester","20"
"PHI374 The Radical Demand in Logstrup's Ethics","Spring Semester","20"
"PHI379 The Political Philosophy of Climate Change","Autumn Semester","20"
"PHI381 Moral Theory and Moral Psychology","Autumn Semester","20"
"PHI385 Sources of Normativity","Autumn Semester","20"
"PHI6009 Global Justice","Spring Semester","30"
"PHI6010 Reference and Truth","Autumn Semester","30"
"PHI6016 Cognitive Studies Seminar","Spring Semester","30"
"PHI6020 Philosophy of Mind","Spring Semester","30"
"PHI6026 Guided Reading","Autumn Semester","30"
"PHI6026 Guided Reading","Spring Semester","30"
"PHI6027 Guided Reading","Autumn Semester","15"
"PHI6027 Guided Reading","Spring Semester","15"
"MAT6047 Project (DL)","Academic year","60"
"MAT6053 RTP Experimental Quantification of Microstructure and Texture","Autumn Semester","5"
"MAT6055 Experimental Techniques: Impedance Spectroscopy","Spring Semester","5"
"MAT61001 Advanced Modelling Techniques Part 1","Autumn Semester","5"
"MAT61002 Structure and Mechanical Properties","Autumn Semester","10"
"MAT61003 Severe Accidents","Academic year","15"
"MAT61004 The Modern Research Environment","Autumn Semester","10"
"MAT61005 Phase Transformation & Solidification","Autumn Semester","10"
"MAT61006 Research Skills 1: Foundation Independent Research and Professional Skills","Spring Semester","45"
"MAT61007 Research Skills 2: Core Independent Research and Professional Skills","Spring Semester","45"
"MAT61008 Advanced Metals Processing (MATS64402)","Spring Semester","15"
"MAT61009 Superalloys and High Performance Materials (MATS65402)","Spring Semester","15"
"MAT61010 MM601 Numerical methods for CFD with OpenFOAM","Spring Semester","15"
"MAT61011 MM600 Labview, Data Acquisition, Analysis & Control","Spring Semester","15"
"MAT61012 MM602: Additive Manufacturing","Spring Semester","15"
"MAT61013 MM555: Manufacturing Process Analysis and Tool Design","Summer Semester","15"
"POL3046 Corporations in Global Politics: Possibilities, Tensions, and Ambiguities","Spring Semester","20"
"POL31008 Political Psychology: The Personal Side of Politics","Autumn Semester","20"
"POL31009 Water, Climate, Energy","Spring Semester","20"
"POL31010 Britain in the Global Economy","Spring Semester","20"
"POL3107 Politics and the Quality of Life","Autumn Semester","20"
"POL3109 Britain and the European Union","Spring Semester","20"
"POL3119 Party Politics: Competition, Strategies & Campaigns","Autumn Semester","20"
"POL3123 Liberalism and its Critics","Autumn Semester","20"
"POL3129 Parliamentary Studies","Autumn Semester","20"
"POL3137 Peacekeeping, State-building and International Intervention","Spring Semester","20"
"POL3139 Pandemics and Panics: Health, Security and Global Politics","Autumn Semester","20"
"POL3143 Practical Politics: How to Make Policy and Influence People","Spring Semester","20"
"POL3149 The Ethics of Political Leadership","Autumn Semester","20"
"POL3151 Animals, Ethics and Politics","Spring Semester","20"
"POL3153 Sex, Race and Death: Feminist Perspectives on War, Violence and (In)Security","Autumn Semester","20"
"PSY6231 Professional Skills for Psychologists","Academic year","30"
"PSY6232 Systematically Reviewing Psychological Research","Academic year","30"
"PSY6233 Research Project in Psychology with Advanced Statistics","Graduate Year","60"
"PSY6306 Fundamentals of Neuroscience","Autumn Semester","15"
"PSY6307 Computational Neuroscience 1: Biologically Grounded Models","Autumn Semester","15"
"PSY6308 Computational Neuroscience 2: Theoretical Models","Spring Semester","15"
"PSY6309 Mathematical Modelling and Research Skills","Autumn Semester","15"
"PSY6315 Systems Neuroscience","Spring Semester","15"
"PSY6316 Current Issues in Cognitive Neuroscience","Spring Semester","15"
"PSY6414 Neuroimaging 1","Autumn Semester","15"
"PSY6422 Data Analysis and Visualisation","Spring Semester","15"
"PSY6424 Neuroimaging 2","Spring Semester","15"
"PSY6431 Research Project in Cognitive Neuroscience","Autumn Semester","75"
"PSY6431 Research Project in Cognitive Neuroscience","Spring Semester","75"
"MLT153 Spanish Post-Beginner 1","Autumn Semester","10"
"MLT154 Spanish Post-Beginner 2","Spring Semester","10"
"MLT155 German Post-Beginner 1","Autumn Semester","10"
"MLT156 German Post-Beginner 2","Spring Semester","10"
"MLT157 Polish Beginner 1 (AUT)","Autumn Semester","10"
"MLT158 Polish Beginner 2","Spring Semester","10"
"MLT201 French Intermediate 1","Autumn Semester","10"
"MLT202 French Intermediate 2","Spring Semester","10"
"MLT203 Spanish Intermediate 1","Autumn Semester","10"
"MLT204 Spanish Intermediate 2","Spring Semester","10"
"MLT205 German Intermediate 1","Autumn Semester","10"
"MLT206 German Intermediate 2","Spring Semester","10"
"MLT207 Italian Intermediate 1","Autumn Semester","10"
"MLT208 Italian Intermediate 2","Spring Semester","10"
"MLT209 Arabic Post-Beginner 1","Autumn Semester","10"
"MLT210 Arabic Post-Beginner 2","Spring Semester","10"
"MLT2116 Latin Post-Beginner 1","Autumn Semester","10"
"SCS3028 Sociology of Health, Illness and Medicine","Spring Semester","20"
"SCS3034 What it means to be human","Spring Semester","20"
"SCS3036 Intimacy and Personal Relationships","Spring Semester","20"
"SCS3038 Organised Crime & Illicit Markets","Autumn Semester","20"
"SCS3042 Social Media, Data and Society","Spring Semester","20"
"SCS3043 Digital Health","Spring Semester","20"
"SCS3046 Digital Identities","Autumn Semester","20"
"SCS3047 Protest, Movements and Social Change","Autumn Semester","20"
"SCS3053 Perspectives on inequalities","Spring Semester","20"
"SCS3054 Queer Theory and the Media","Spring Semester","20"
"SCS31004 Children, Families and Welfare States","Autumn Semester","20"
"SCS31005 Algorithms, AI and Society","Spring Semester","20"
"SCS31006 Digital Marketing: Culture, Consumption, Control","Autumn Semester","20"
"SCS360 Application of Evidence Informed Practice","Spring Semester","20"
"SCS361 Professional Practice Learning Experience 2","Spring Semester","20"
"SCS362 Professional Development Portfolio: year 3","Academic year","20"
"SCS363 End Point Assessment","Spring Semester","60"
"SCS6046 MA in Sociology Dissertation","Graduate Year","60"
"SCS6057 Readiness for Practice Placement One","Autumn Semester","0"
"TRP335 Housing Policy and Governance","Autumn Semester","20"
"TRP337 Dissertation","Academic year","40"
"TRP344 Environmental Policy and Governance","Autumn Semester","20"
"TRP4008 Cities of Diversity","Spring Semester","15"
"TRP4011 Planning in Europe","Spring Semester","60"
"TRP4012 Citizen Participation in Planning and Development","Spring Semester","15"
"TRP4408 Advanced Software Skills in Urban Design","Spring Semester","15"
"TRP451 Managing Cities: The Seoul Case Study","Spring Semester","15"
"TRP455 Health, Wellbeing and the Built Environment","Spring Semester","15"
"TRP457 Advanced GIS Methods","Spring Semester","15"
"TRP461 Planning Law","Spring Semester","15"
"TRP464 International Real Estate Market Analysis","Spring Semester","15"
"TRP466 Making Better Places","Autumn Semester","30"
"TRP468 Development Planning","Autumn Semester","30"
"TRP470 Planning for Informality","Spring Semester","15"
"TRP473 Mega Urban Projects","Spring Semester","15"
"TRP6013 Cities of Diversity","Spring Semester","15"
"MUS61007 Film Sound and Composition","Spring Semester","30"
"MUS61008 Critical Listening and the Musical Work","Autumn Semester","15"
"MUS61009 Critical Listening and the Musical Work","Autumn Semester","30"
"MUS613 Quantitative Research Techniques","Spring Semester","30"
"MUS614 Qualitative Research Techniques","Spring Semester","30"
"MUS615 Topics in Music Psychology","Autumn Semester","30"
"MUS618 Qualitative Data Collection","Spring Semester","15"
"MUS619 Statistics in Music Psychology","Spring Semester","15"
"MUS626 Dissertation in Musicology","Graduate Year","60"
"MUS627 Collaborative Practice, Public Engagement and Impact","Autumn Semester","30"
"MUS628 Instrumental Techniques","Autumn Semester","30"
"MUS629 Dissertation (Music Management)","Graduate Year","60"
"MUS631 Ethnomusicology Dissertation/Folio","Graduate Year","60"
"MUS634 Recital","Graduate Year","60"
"MUS635 Historically-Informed Performance","Autumn Semester","30"
"MUS638 Principles of Music Management","Autumn Semester","30"
"MUS639 Communicating about music and music research","Academic year","15"
"MUS640 Advanced Ensemble Performance Skills","Spring Semester","30"
"MUS641 Advanced issues in Psychology of Music","Academic year","15"
"MAS6042 Dissertation (MSc Statistics with Medical Applications)","Spring Semester","60"
"MAS6052 Stochastic Processes and Finance","Academic year","20"
"MAS6053 Financial Mathematics","Autumn Semester","10"
"MAS6061 Epidemiology and Time Series","Academic year","20"
"MAS6062 Bayesian Methods & Clinical Trials","Academic year","20"
"MAS6071 Applied Probability","Spring Semester","10"
"MAS61001 Generalised Linear Models","Spring Semester","15"
"MAS61002 Medical Statistics","Academic year","15"
"MAS61003 Sampling Theory and Design of Experiments","Spring Semester","15"
"MAS61004 The Statistician's Toolkit","Academic year","30"
"MAS61005 Time Series","Spring Semester","15"
"MAS61006 Bayesian Statistics and Computational Methods","Academic year","30"
"MAS61007 Machine Learning","Academic year","15"
"MAS61007 Machine Learning","Autumn Semester","15"
"MAS6310 Algebra I","Academic year","20"
"MAS6320 Algebra II","Academic year","20"
"MAS6340 Analysis I","Academic year","20"
"MAS6352 Analysis II","Academic year","20"
"MAS6370 Algebraic Topology I","Academic year","20"
"MAS6420 Topics in Advanced Fluid Mechanics","Autumn Semester","20"
"MAS6431 Analytical Dynamics and Classical Field Theory","Academic year","20"
"MAS6446 Mathematical methods and modelling of natural systems","Spring Semester","20"
"MAS6450 Waves and Magnetohydrodynamics","Academic year","20"
"NUR31003 Transitions to Professional Nursing Practice 1 (Apprenticeship Route)","Nursing - November Start","60"
"NUR31005 Transitions to Professional Nursing Practice 2 (3yr apprenticeship)","Autumn Semester","60"
"NUR31006 Transitions to Professional Nursing Practice 1 (3yr apprenticeship)","Autumn Semester","60"
"NUR61001 Advanced Clinical Assessment","Academic year","30"
"NUR61002 Advanced Neonatal Clinical Assessment","Academic year","30"
"NUR61003 Advanced Paediatric Assessment","Academic year","30"
"NUR61003 Advanced Paediatric Assessment","Nursing - December Start","30"
"NUR61004 Clinical Leadership","Spring Semester","15"
"NUR61005 Managing complexity in neonatal advanced clinical practice","Academic year","15"
"NUR61006 Managing complexity in paediatric advanced clinical practice","Summer Semester","15"
"NUR61007 Neonatal Episode Management","Summer Semester","15"
"NUR61008 Paediatric Episode Management","Summer Semester","15"
"NUR61011 Foundations in Health & Nursing","Nursing - November Start","30"
"NUR61012 Critical Analysis of  Professional Nursing Practice Part 1A","Nursing - November Start","0"
"NUR61013 Critical Analysis of  Professional Practice Part 2B","Nursing - June Start","0"
"NUR61014 Developing Nursing Practice: Caring for people with acute and short term care needs","Nursing - June Start","30"
"NUR61015 Critical Analysis of Professional Practice Part 3C","Nursing - November Start","0"
"NUR61016 Transition to Professional Nursing Practice: Managing and Organising Care","Nursing - May Start","30"
"NUR61017 Critical Analysis of  Professional Practice Part 4D","Nursing - May Start","60"
"NUR61018 Developing Nursing Practice: Caring for people with long term and complex care needs","Academic year","30"
"NUR61019 Introduction to Professional Midwifery Practice","Nursing - September Start","15"
"NUR61020 Introduction to concepts of Public Health in Childbearing.","Academic year","15"
"MGT61065 Intelligent Organisations","Spring Semester","15"
"MGT61067 Cooperative Strategies in a Global Context","Spring Semester","15"
"MGT61071 Professional Practice in Leadership","Academic year","15"
"MGT61071 Professional Practice in Leadership","Spring Semester","15"
"MGT61072 Management Inquiry Methods and Project","Academic year","45"
"MGT61072 Management Inquiry Methods and Project","Autumn Semester","45"
"MGT61073 Organisational Governance","Autumn Semester","15"
"MGT61074 Introduction to Critical Theories and Concepts in the Creative and Cultural Industries","Autumn Semester","15"
"MGT61075 International Business","Spring Semester","15"
"MGT61080 Leading in a Complex and Changing Environment","Autumn Semester","10"
"MGT61081 Strategic Marketing Management","Autumn Semester","10"
"MGT61082 Operations and Continuous Improvement","Autumn Semester","10"
"MGT61083 Responsible Leadership: Developing People, Teams and Collectives","Autumn Semester","10"
"MGT61084 Corporate Governance and Accountability","Autumn Semester","10"
"MGT61085 Professional Practice in Leadership","Spring Semester","10"
"MGT61086 Intelligent Organisations and Decision Making","Spring Semester","10"
"MGT61087 Global and Managerial Economics","Spring Semester","10"
"MGT61088 Collaborative Networks and Relationships in a Global Context","Spring Semester","10"
"MGT61097 Sustainable Finance","Spring Semester","15"
"MGT61100 Developing Personal and Professional Practice 1","Academic year","10"
"MGT61100 Developing Personal and Professional Practice 1","Science January to December (Start)","10"
"MGT61101 Developing Personal and Professional Practice 2","Academic year","10"
"PHY426 Dark Matter and the Universe","Autumn Semester","10"
"PHY427 History of Astronomy","Autumn Semester","10"
"PHY447 Physics in an Enterprise Culture","Spring Semester","10"
"PHY449 Further Quantum Mechanics","Spring Semester","10"
"PHY466 The Development of Particle Physics","Autumn Semester","10"
"PHY472 Advanced Quantum Mechanics","Autumn Semester","10"
"PHY475 Optical Properties of Solids","Autumn Semester","10"
"PHY477 The Physics of Soft Condensed Matter","Autumn Semester","10"
"PHY481 Advanced Electrodynamics","Autumn Semester","10"
"PHY482 Semiconductor Physics and Technology","Spring Semester","10"
"PHY6000 Photovoltaic Systems","Autumn Semester","15"
"PHY6004 Introduction to Photovoltaics","Autumn Semester","30"
"PHY6005 Innovation in Solar Energy","Spring Semester","15"
"PHY6008 Physics Dissertation Project","Academic year","60"
"PHY6010 Professional and Research Skills for Physicists","Graduate Year","15"
"PHY6011 Solar Cell Laboratory","Spring Semester","15"
"PHY61006 Extra-Solar Planets and Astrobiology","Spring Semester","10"
"PHY61007 Observational Astronomy with field trip","Graduate Year","20"
"PHY6339 Statistical Physics","Spring Semester","10"
"PHY6340 Physics Research Skills","Academic year","30"
"PHY6380 Solid State Physics","Autumn Semester","10"
"PHY6480 Research Project in Physics","Academic year","90"
"PHY6510 The Theory and Practical Application of Imaging","Autumn Semester","60"
"PHI6030 Formal Logic","Autumn Semester","30"
"PHI6080 Political Philosophy","Spring Semester","30"
"PHI609 For the Love of Knowledge: Topics in Analytic and Social Epistemology","Spring Semester","30"
"PHI61007 Advanced Political Philosophy","Spring Semester","30"
"PHI61009 Philosophy of Cognitive Science","Autumn Semester","30"
"PHI61010 Topics in Political Philosophy","Autumn Semester","30"
"PHI61011 Language, Speakers and the World","Spring Semester","30"
"PHI61012 Utopia, Reform and Democracy","Autumn Semester","30"
"PHI61013 Ancient Chinese Philosophy","Autumn Semester","30"
"PHI61014 Topics in Social Philosophy","Spring Semester","30"
"PHI61016 Ethics","Spring Semester","30"
"PHI61018 Religion & the Good Life","Spring Semester","30"
"PHI6110 Theory of Knowledge","Autumn Semester","30"
"PHI613 Moral Theory and Moral Psychology","Autumn Semester","30"
"PHI615 Hegel and the Phenomenology of Spirit","Spring Semester","30"
"PHI6160 Philosophy of the Arts","Spring Semester","30"
"PHI6364 Philosophy of Law","Autumn Semester","30"
"PHI6366 Plato's Symposium","Spring Semester","30"
"PHI6370 Free Will & Religion","Autumn Semester","30"
"PHI6372 Pain, Pleasure, and Emotions","Spring Semester","30"
"PHI6374 The Radical Demand in Logstrup's Ethics","Spring Semester","30"
"PHI6379 The Political Philosophy of Climate Change","Autumn Semester","30"
"MAT61015 MATS64662 Research Software Engineering Practice","Spring Semester","15"
"MAT61017 Industrial Training Programme: Aerospace Materials and Manufacturing","Autumn Semester","15"
"MAT61018 Research Project & Literature Review","Academic year","40"
"MAT61019 N16 Chemical Aspects of Nuclear Technology","Spring Semester","15"
"MAT6102 The Physics of Polymers","Autumn Semester","15"
"MAT6103 Polymer Materials Science and Engineering","Spring Semester","15"
"MAT6104 Design and Manufacture of Composites","Spring Semester","15"
"MAT6105 Polymer Structure and Morphology","Spring Semester","5"
"MAT6106 Polymer Processing","Spring Semester","15"
"MAT6241 Biomaterials Science","Spring Semester","15"
"MAT6289 Extended Mini Research Project and Experimental Skills","Spring Semester","50"
"MAT6290 Short Term Business Impact Study","Spring Semester","15"
"MAT6291 Standards, Codes & Specifications","Academic year","5"
"MAT6292 Structure, Properties and Modelling of Metallic Materials","Autumn Semester","15"
"MAT6294 Transformative Technologies","Autumn Semester","10"
"MAT6294 Transformative Technologies","Spring Semester","10"
"MAT6296 Introduction to Research Skills","Academic year","10"
"MAT6297 Public Engagement Project","Academic year","10"
"MAT6299 Mini Research Project and Experimental Skills","Spring Semester","30"
"MAT630 Engineering Alloys","Spring Semester","15"
"POL3161 Political Theory in An Age of Total War","Spring Semester","20"
"POL348 Framing Politics? Economic Ideas as Political Weapons","Spring Semester","20"
"POL6004 Understanding Politics","Autumn Semester","15"
"POL6005 Contemporary Global Security","Autumn Semester","30"
"POL6007 Research and Dissertation Preparation","Spring Semester","15"
"POL61001 Global Politics of Climate Change","Spring Semester","30"
"POL61003 Human Rights","Autumn Semester","30"
"POL6320 Analysing the Policy Process","Autumn Semester","30"
"POL6560 The Governance and Politics of the European Union","Spring Semester","30"
"POL6602 Political Economy of Global Environmental change","Autumn Semester","30"
"POL6604 Global Health and Global Politics","Autumn Semester","30"
"POL6605 Democratic Governance in the 21st Century:  Problems, Innovations and Solutions","Autumn Semester","30"
"POL6607 Approaches to Political Economy","Autumn Semester","30"
"POL6608 Policy-Making in the Real World","Spring Semester","30"
"POL6611 Feminist and Decolonizing Approaches to International Relations:  Bodies, Coloniality, Knowledge","Spring Semester","30"
"POL6613 Wellbeing in Politics and Policy","Spring Semester","30"
"POL6614 Terrorism and Political Violence","Autumn Semester","30"
"POL6615 Capitalism and Crisis","Spring Semester","30"
"POL6616 Development and the State","Autumn Semester","30"
"MLT2117 Latin Post-Beginner 2","Spring Semester","10"
"MLT215 Spanish Higher Intermediate 1","Autumn Semester","10"
"MLT216 Spanish Higher Intermediate 2","Spring Semester","10"
"MLT217A French-English Tandem Higher Advanced 1","Autumn Semester","10"
"MLT217B French-English Tandem Higher Advanced 2","Spring Semester","10"
"MLT218A German-English Tandem Higher Advanced 1","Autumn Semester","10"
"MLT218B German-English Tandem Higher Advanced 2","Spring Semester","10"
"MLT219A Spanish-English Tandem Higher Advanced 1","Autumn Semester","10"
"MLT219B Spanish-English Tandem Higher Advanced 2","Spring Semester","10"
"MLT220A Italian-English Tandem Higher Advanced 1","Autumn Semester","10"
"MLT220B Italian-English Tandem Higher Advanced 2","Spring Semester","10"
"MLT221 French Placement Preparation","Spring Semester","10"
"MLT222 German Placement Preparation","Spring Semester","10"
"MLT223 Spanish Placement Preparation","Spring Semester","10"
"MLT225 French Higher Intermediate 1","Autumn Semester","10"
"MLT226 French Higher Intermediate 2","Spring Semester","10"
"MLT240A French Project Intermediate 1","Autumn Semester","10"
"SCS6059 Law and Social Policy for Social Work","Autumn Semester","30"
"SCS6061 Social Work Practice - Contexts, Values and Skills","Academic year","15"
"SCS6062 Human Growth and development through the Life Course for Social Workers","Academic year","15"
"SCS6063 Safeguarding in Social Work Practice","Academic year","30"
"SCS6064 Skills for Social Work Practice","Academic year","15"
"SCS6065 Social Work Professional Development","Academic year","15"
"SCS6078 Perspectives on Digital Society","Autumn Semester","15"
"SCS6079 Digital Practices","Spring Semester","15"
"SCS6081 Digital Methods","Autumn Semester","15"
"SCS6082 Digital Media in a Datafied Society","Spring Semester","15"
"SCS6083 Dissertation in Digital Media and Society","Academic year","60"
"SCS6084 Digital Health","Spring Semester","15"
"SCS6087 Introduction to Quantitative Research","Autumn Semester","15"
"SCS6092 Contemporary Challenges: Refugees and Asylum","Autumn Semester","15"
"SCS6094 Innovations in Qualitative Research","Spring Semester","15"
"SCS6095 Current Sociology","Academic year","30"
"SCS6097 Concepts and Ideas in Sociological Theory","Academic year","30"
"SCS6099 Doctoral Training in Sociological Studies","Graduate Year","15"
"SCS61012 Sociology of Genders, Sexualities and the Bodies","Spring Semester","15"
"SCS61015 Academic Skills and Literacy","Graduate Year","0"
"TRP6016 Social Theory for Research","Autumn Semester","15"
"TRP6019 Citizen Participation in Planning and Development","Spring Semester","15"
"TRP61009 Principles of GIS","Autumn Semester","15"
"TRP618 Transport Planning","Spring Semester","15"
"TRP619 Professional Skills Development","Academic year","0"
"TRP620 Open Source GIS and Spatial Data Analysis","Autumn Semester","15"
"TRP621 Advanced GIS Methods","Spring Semester","15"
"TRP6211 Issues in Housing","Spring Semester","15"
"TRP622 The Professional GIS Project","Spring Semester","15"
"TRP624 International Real Estate Market Analysis","Spring Semester","15"
"TRP625 Applied Real Estate Valuation","Autumn Semester","15"
"TRP626 Doctoral Training in Urban Studies and Planning","Graduate Year","15"
"TRP627 GIS for Built Environment Professionals","Spring Semester","15"
"TRP628 Planning for Informality","Spring Semester","15"
"TRP629 International Field Class: Urban Development","Spring Semester","15"
"TRP6306 Planning Law","Spring Semester","15"
"MUS643 Electroacoustic Techniques","Autumn Semester","30"
"MUS666 Interdisciplinary Music Studies","Graduate Year","15"
"MAS6500 Directed Reading in Mathematics","Academic year","20"
"MAS6510 Special Topics I","Academic year","20"
"MAS6520 Special Topics (Autumn)","Autumn Semester","10"
"MAS6530 Special Topics (Spring)","Spring Semester","10"
"MAS6600 Dissertation","Graduate Year","60"
"NUR61020 Introduction to concepts of Public Health in Childbearing.","Graduate Year","15"
"NUR61021 Foundations of Evidence Based Midwifery Practice","Nursing - March Start","15"
"NUR61028 Foundations in Health in Practice","Graduate Year","15"
"NUR61029 Foundations in Health & Nursing (2yr apprenticeship)","Autumn Semester","30"
"NUR61029 Foundations in Health & Nursing (2yr apprenticeship)","Nursing - November Start","30"
"NUR61030 Critical Analysis of  Professional Nursing Practice Part 1A (2yr apprenticeship)","Nursing - November Start","0"
"NUR61037 Preparation of the Professional Midwifery Advocate (PMA) / Professional Nurse Advocate (PNA)...","Graduate Year","20"
"NUR61037 Preparation of the Professional Midwifery Advocate (PMA) / Professional Nurse Advocate (PNA)","Nursing - April Start","20"
"MGT61102 Developing Strategy and People","Autumn Semester","20"
"MGT61103 Leadership and Team-working","Spring Semester","20"
"MGT61104 Driving Change: Operations and Continuous Improvement","Spring Semester","20"
"MGT61105 Enterprise, Innovation and Business Inquiry","Spring Semester","20"
"MGT61106 Governance, Finance and Strategic Risk","Autumn Semester","20"
"MGT6111 Accounting and Financial Management","Autumn Semester","10"
"MGT6117 International Finance","Spring Semester","15"
"MGT6118 Dissertation","Graduate Year","60"
"MGT6120 Managing Organisational Behaviour","Autumn Semester","10"
"MGT6122 Company Project","Spring Semester","15"
"MGT6123 Fundraising management: sponsorship, philanthropy and the state","Spring Semester","15"
"MGT6127 Management and Organisational Theory","Autumn Semester","15"
"MGT6128 Managerial Economics","Spring Semester","15"
"PHY6520 Image Analysis","Spring Semester","15"
"PHY6540 Imaging Life","Academic year","30"
"PHY6550 Imaging Across the Disciplines","Academic year","15"
"PHY6580 Imaging Project","Spring Semester","60"
"PHI6590 Feminism","Autumn Semester","30"
"PHI6600 Phenomenology","Autumn Semester","30"
"PHI6601 Political Philosophy Research Seminar","Autumn Semester","30"
"PHI6603 Moral and Other Values Research Seminar","Spring Semester","30"
"PHI6630 Philosophical Problems I","Spring Semester","30"
"PHI6660 Philosophy of Psychology","Autumn Semester","30"
"PHI6670 Mind and Language Seminar","Autumn Semester","30"
"PHI6680 Metaphysics and Epistemology Seminar","Autumn Semester","30"
"PHI6700 PhD Proposal","Graduate Year","30"
"PHI6800 Dissertation","Graduate Year","60"
"PHI6830 Ethics: Theoretical and Practical","Autumn Semester","30"
"REL1001 LGBTQ (Lesbian, Gay, Bisexual, Trans* and Queer) Studies","Autumn Semester","10"
"REL1013 Religion in Britain","Spring Semester","20"
"REL210 Understanding Islam Text and Transition in the Modern World","Spring Semester","20"
"REL271 Ethnography and Lived Religion","Spring Semester","20"
"REL3012 Anglicanism","Autumn Semester","20"
"REL323 Dissertation","Autumn Semester","20"
"REL329 Dissertation","Academic year","40"
"MAT6304 Structural and Physical Properties of Dental and Bio-materials.","Spring Semester","15"
"MAT6311 Bio-imaging and Bio-spectroscopy","Autumn Semester","15"
"MAT6327 Deformation, Fracture and Fatigue","Spring Semester","15"
"MAT6334 Advanced Materials Manufacturing: Part I","Spring Semester","15"
"MAT6336 Surfaces and Coatings","Autumn Semester","5"
"MAT6351 Thermomechanical Processing","Spring Semester","5"
"MAT6361 Physical Metallurgy of Steels","Autumn Semester","5"
"MAT6362 Metallurgy of Light Metals and Alloys","Autumn Semester","5"
"MAT6373 Metals (DL)","Academic year","10"
"MAT6374 Advanced Materials Manufacturing: Part I (DL)","Academic year","15"
"MAT6377 Deformation, Fracture and Fatigue (DL)","Academic year","15"
"MAT6390 Nanoscale Magnetic Materials and Devices","Spring Semester","15"
"MAT6398 Science and Engineering in the Media","Academic year","5"
"MAT6430 Composite Materials and Micromechanics","Autumn Semester","15"
"MAT6461 Composite Materials","Autumn Semester","5"
"MAT6462 Composite Micromechanics","Autumn Semester","5"
"MAT6499 Research Project","Academic year","90"
"MAT6511 Phase Transformations in Materials Processing","Autumn Semester","15"
"POL6618 Doctoral Training in Politics and International Relations","Autumn Semester","15"
"POL6619 Freedom","Spring Semester","30"
"POL6713 Politics Dissertation","Graduate Year","60"
"POL6970 Debating International Relations","Autumn Semester","30"
"MLT240B French Project Intermediate 2","Spring Semester","10"
"MLT241A Spanish Project Intermediate 1","Autumn Semester","10"
"MLT241B Spanish Project Intermediate 2","Spring Semester","10"
"MLT242A German Project Intermediate 1","Autumn Semester","10"
"MLT242B German Project Intermediate 2","Spring Semester","10"
"MLT243A Italian Project Intermediate 1","Autumn Semester","10"
"MLT243B Italian Project Intermediate 2","Spring Semester","10"
"MLT247 Italian Intermediate Accelerated","Spring Semester","20"
"MLT253 German Higher Intermediate 1","Autumn Semester","10"
"MLT254 German Higher Intermediate 2","Spring Semester","10"
"MLT257 Polish Intermediate 1","Autumn Semester","10"
"MLT258 Polish Intermediate 2","Spring Semester","10"
"MLT260 French Advanced 1","Autumn Semester","10"
"MLT261 French Advanced 2","Spring Semester","10"
"MLT262 Spanish Advanced 1","Autumn Semester","10"
"MLT263 Spanish Advanced 2","Spring Semester","10"
"MLT264 German Advanced 1","Autumn Semester","10"
"MLT265 German Advanced 2","Spring Semester","10"
"MLT266 Italian Advanced 1","Autumn Semester","10"
"MLT267 Italian Advanced 2","Spring Semester","10"
"SCS6107 Researching Society","Autumn Semester","15"
"SCS6108 Advanced social media research","Spring Semester","15"
"SCS6109 Global challenges in the digital society","Autumn Semester","15"
"SCS6140 Dissertation","Graduate Year","60"
"SCS633 Dissertation - Professional Practice with Children and Families","Academic year","60"
"SCS663 Visual Methods for Social Scientists","Spring Semester","15"
"SCS666 Sociologies of the everyday","Autumn Semester","15"
"SCS667 Kinship and Statutory Care for Children","Graduate Year","15"
"SCS668 Interventions to Promote Change","Spring Semester","15"
"SCS669 Child Development and Communicating With Children","Spring Semester","15"
"SCS672 Parenting Capacity","Spring Semester","15"
"SCS673 Developing Professional Practice and Safeguarding","Autumn Semester","30"
